URL,Address,Bedrooms,Bathrooms,Property Type,BER Rating,Price (€),lat,lon,nearest_park_km_y,nearest_beach_km_y,nearest_gym_km_y,nearest_supermarket_km_y,nearest_bus_stop_km_y,nearest_rail_station_km_y,nearest_tram_stop_km_y,nearest_park_name_y,nearest_beach_name_y,nearest_gym_name_y,nearest_supermarket_name_y,nearest_bus_stop_name_y,nearest_rail_station_name_y,nearest_tram_stop_name_y,bad_geocode,distance_to_city_centre_km,price_per_bedroom,energy_monthly_estimate,effective_monthly_cost,energy_estimate_available,effective_cost_display
https://www.daft.ie/for-rent/house-37-rathdown-drive-dublin-6w-terenure-dublin-6w/6192871,"37 Rathdown Drive, Dublin 6w, Terenure, Dublin 6W",3.0,3.0,House,C1,4000.0,53.3067446,-6.2887576,4.014,5.761,4.277,2.259,3.602,4.469,3.235,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Heuston Station,Charlemont Luas,False,5.147042191615727,1333.0,166.0,4166.0,True,4166.0
https://www.daft.ie/for-rent/house-12-larkfield-glade-dublin-18-leopardstown-dublin-18/6219294,"12 Larkfield Glade, Dublin 18, Leopardstown, Dublin 18",4.0,3.0,House,A3,3995.0,53.2576949,-6.2002853,9.634,6.245,2.157,2.73,9.183,10.086,8.854,Merrion Square Park,Killiney Beach,Raw Gyms Sandyford,SuperValu Balally,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,10.990600646386458,999.0,64.0,4059.0,True,4059.0
https://www.daft.ie/for-rent/apartment--grove-park-rathmines-dublin-6/6213921,"Grove Park, Rathmines, Dublin 6",1.0,1.0,Studio,BER Exempt,2100.0,53.3291709,-6.2674421,1.147,3.775,1.457,0.955,0.814,2.106,0.614,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,2.342348134869355,2100.0,,,False,2100.0
https://www.daft.ie/for-rent/house-frankfort-avenue-rathgar-dublin-6/6211743,"Frankfort Avenue, Rathgar, Dublin 6",3.0,3.0,House,BER Exempt,4617.0,53.3161259,-6.267333,2.515,4.039,2.891,0.56,1.998,3.357,1.596,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,3.7733990925997887,1539.0,,,False,4617.0
https://www.daft.ie/for-rent/flat-phibsborough-road-phibsborough-dublin-7/6179948,"Phibsborough Road, Phibsborough, Dublin 7",1.0,1.0,Studio,C1,1500.0,53.3632964,-6.2723179,2.925,5.582,2.447,0.2,0.256,2.083,1.763,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Aldi Phibsborough,Phibsborough Rd Stop,Connolly Station,Abbey Street Luas,False,1.6995017208535086,1500.0,166.0,1666.0,True,1666.0
https://www.daft.ie/for-rent/house-40-diswellstown-drive-hamilton-park-castleknock-dublin-15/6220252,"40 Diswellstown Drive, Hamilton Park, Castleknock, Dublin 15",4.0,3.0,House,A3,3750.0,53.3669361,-6.3842744,3.78,12.268,8.513,7.448,7.479,6.535,8.45,Phoenix Park,Sandymount Strand,FlyeFit Georges St,Aldi Phibsborough,Phibsborough Rd Stop,Heuston Station,Abbey Street Luas,False,8.444963454064672,938.0,64.0,3814.0,True,3814.0
https://www.daft.ie/for-rent/studio-apartment-killinarden-estate-dublin-24-tallaght-dublin-24/6203313,"Killinarden Estate, Dublin 24, Tallaght, Dublin 24",1.0,1.0,Studio,BER Exempt,1400.0,53.2800342,-6.388619,9.385,13.031,10.822,9.429,10.543,9.835,10.258,Phoenix Park,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Heuston Station,Charlemont Luas,False,11.525715786276235,1400.0,,,False,1400.0
https://www.daft.ie/for-rent/apartment-smithfield-market-smithfield-dublin-7/6216972,"Smithfield Market, Smithfield, Dublin 7",1.0,1.0,Apartment,D2,2300.0,53.3482499,-6.2783247,1.696,4.97,1.232,1.525,1.209,0.9,1.187,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Aldi Phibsborough,O'Connell St Stop,Heuston Station,Abbey Street Luas,False,1.2087699587064482,2300.0,286.0,2586.0,True,2586.0
https://www.daft.ie/for-rent/house--warners-lane-dublin-6-ranelagh-dublin-6/6218044,"Warner's Lane, Dublin 6, Ranelagh, Dublin 6",3.0,3.0,House,A2,6500.0,53.33166,-6.2536005,0.814,2.869,1.308,1.398,0.27,1.42,0.396,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,2.0655317708031378,2167.0,38.0,6538.0,True,6538.0
https://www.daft.ie/for-rent/studio-apartment-27-nutley-park-dublin-4-donnybrook-dublin-4/6217315,"27 Nutley Park, Dublin 4, Donnybrook, Dublin 4",1.0,1.0,Studio,BER Exempt,1700.0,53.3128824,-6.2202687,3.494,1.925,4.147,0.839,3.31,3.894,3.118,Merrion Square Park,Sandymount Strand,Raw Gyms Sandyford,Tesco Merrion,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,4.890571202558858,1700.0,,,False,1700.0
https://www.daft.ie/for-rent/house-2a-weston-road-churchtown-churchtown-dublin-14/6201540,"2A Weston Road, Churchtown, Churchtown, Dublin 14",3.0,3.0,House,A2,3750.0,53.2914949,-6.2557673,5.198,5.156,3.439,2.834,4.616,5.853,4.218,St Stephen's Green,Sandymount Strand,Raw Gyms Sandyford,SuperValu Balally,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,6.490217916774446,1250.0,38.0,3788.0,True,3788.0
https://www.daft.ie/for-rent/house-virginia-park-dublin-11-finglas-dublin-11/6147449,"Virginia Park, Dublin 11, Finglas, Dublin 11",4.0,2.0,House,BER Exempt,3650.0,53.3829413,-6.3129955,3.116,9.049,4.47,3.597,3.654,4.249,5.128,Phoenix Park,Sandymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Heuston Station,Abbey Street Luas,False,5.079819384578338,912.0,,,False,3650.0
https://www.daft.ie/for-rent/house-2-the-hedgerows-foxrock-dublin-18/6208910,"2 The Hedgerows, Foxrock, Dublin 18",2.0,2.0,House,C2,2900.0,53.2675831,-6.1848832,9.035,5.323,1.973,2.582,8.711,9.451,8.425,Merrion Square Park,Killiney Beach,Raw Gyms Sandyford,SuperValu Balally,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,10.42518844684853,1450.0,192.0,3092.0,True,3092.0
https://www.daft.ie/for-rent/house-roebuck-downs-dublin-14-windy-arbour-dublin-14/6181450,"Roebuck Downs, Dublin 14, Windy Arbour, Dublin 14",3.0,1.0,House,C2,3300.0,53.301878,-6.2357265,4.258,3.466,3.314,2.269,3.738,4.738,3.405,Merrion Square Park,Sandymount Strand,Raw Gyms Sandyford,Tesco Merrion,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,5.572993953868825,1100.0,192.0,3492.0,True,3492.0
https://www.daft.ie/for-rent/apartment-harolds-cross-road-rathmines-dublin-6/6218820,"Harold'S Cross Road, Rathmines, Dublin 6",1.0,1.0,Studio,A3,2180.0,53.319125,-6.2788856,2.495,4.672,2.754,0.993,2.12,3.204,1.787,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Heuston Station,Charlemont Luas,False,3.627285051038185,2180.0,64.0,2244.0,True,2244.0
https://www.daft.ie/for-rent/studio-apartment-20-elgin-road-dublin-4-ballsbridge-dublin-4/6205364,"20 Elgin Road, Dublin 4, Ballsbridge, Dublin 4",1.0,1.0,Studio,C3,1995.0,53.3300688,-6.234783,1.381,1.609,2.296,1.395,1.511,1.754,1.557,Merrion Square Park,Sandymount Strand,FlyeFit Georges St,Tesco Merrion,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,2.7719352970904385,1995.0,217.0,2212.0,True,2212.0
https://www.daft.ie/for-rent/apartment-the-william-bligh-the-gasworks-south-lotts-road-grand-canal-dock-dublin-2/6217116,"The William Bligh, The Gasworks, South Lotts Road, Grand Canal Dock, Dublin 2",2.0,2.0,Apartment,C2,2750.0,53.3387944,-6.2352358,0.883,1.953,1.877,2.242,1.582,0.993,1.711,Merrion Square Park,Sandymount Strand,FlyeFit Georges St,Tesco Merrion,Leeson St Lwr Stop,Pearse Station,St Stephen's Green Luas,False,2.065438532517443,1375.0,192.0,2942.0,True,2942.0
https://www.daft.ie/for-rent/house-sundrive-road-crumlin-dublin-12/6215930,"Sundrive Road, Crumlin, Dublin 12",3.0,2.0,House,D1,2200.0,53.3265404,-6.2972853,2.848,5.764,2.853,2.288,2.77,2.294,2.615,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Heuston Station,Charlemont Luas,False,3.5663832101097945,733.0,248.0,2448.0,True,2448.0
https://www.daft.ie/for-rent/apartment-botanic-avenue-drumcondra-dublin-9/6204329,"Botanic Avenue, Drumcondra, Dublin 9",1.0,1.0,Studio,BER Exempt,1715.0,53.3678676,-6.2575149,3.222,5.309,2.514,1.215,1.228,1.869,2.096,Merrion Square Park,Sandymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Connolly Station,Abbey Street Luas,False,2.017509051978927,1715.0,,,False,1715.0
https://www.daft.ie/for-rent/apartment-71-amiens-street-north-strand-dublin-3/6194079,"Amiens Street, North Strand, Dublin 3",2.0,1.0,Apartment,D2,2500.0,53.350296,-6.250862,1.222,3.556,1.225,1.896,0.629,0.345,0.653,Merrion Square Park,Sandymount Strand,FlyeFit Georges St,Aldi Phibsborough,O'Connell St Stop,Connolly Station,Abbey Street Luas,False,0.6288702393929833,1250.0,286.0,2786.0,True,2786.0
https://www.daft.ie/for-rent/studio-apartment-clonliffe-road-drumcondra-dublin-3/6217666,"Clonliffe Road, Drumcondra, Dublin 3",3.0,1.0,Studio,BER Exempt,1850.0,53.3629946,-6.255106,2.66,4.78,2.393,1.16,1.143,1.308,1.586,Merrion Square Park,Sandymount Strand,FlyeFit Georges St,Aldi Phibsborough,Phibsborough Rd Stop,Connolly Station,Abbey Street Luas,False,1.5071209902747449,617.0,,,False,1850.0
https://www.daft.ie/for-rent/studio-apartment-60-pembroke-road-dublin-4-ballsbridge-dublin-4/6107520,"60 Pembroke Road, Dublin 4, Ballsbridge, Dublin 4",1.0,1.0,Studio,BER Exempt,2000.0,53.3327039,-6.2394489,0.957,1.955,1.874,1.819,1.166,1.355,1.298,Merrion Square Park,Sandymount Strand,FlyeFit Georges St,Tesco Merrion,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,2.351599891291088,2000.0,,,False,2000.0
https://www.daft.ie/for-rent/apartment-ushers-quay-dublin-8-christchurch-dublin-8/6157183,"Ushers Quay,Dublin 8, Christchurch, Dublin 8",1.0,1.0,Apartment,D1,2100.0,53.3457875,-6.3063413,1.986,6.619,2.908,2.851,2.838,0.98,3.065,Phoenix Park,Sandymount Strand,FlyeFit Georges St,Aldi Phibsborough,Phibsborough Rd Stop,Heuston Station,Abbey Street Luas,False,3.088548653652947,2100.0,248.0,2348.0,True,2348.0
https://www.daft.ie/for-rent/studio-apartment-lorcan-avenue-beaumont-dublin-9/6211580,"Lorcan Avenue, Beaumont, Dublin 9",2.0,2.0,Studio,BER Exempt,769.0,53.3906009,-6.2380758,4.556,7.067,0.572,3.957,3.987,4.299,4.849,St Anne's Park,Sandymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Connolly Station,Abbey Street Luas,False,4.770428630510357,384.0,,,False,769.0
https://www.daft.ie/for-rent/apartment-rathfarnham-mill-dublin-14/6210080,"Rathfarnham Mill, Dublin 14",2.0,2.0,Apartment,C1,1651.0,53.299248,-6.2874366,4.723,6.095,5.023,2.851,4.263,5.306,3.875,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Heuston Station,Charlemont Luas,False,5.902984943063956,826.0,166.0,1817.0,True,1817.0
https://www.daft.ie/for-rent/house-18-saint-johns-road-dublin-22-clondalkin-dublin-22/6218021,"18 Saint John'S Road, Dublin 22, Clondalkin, Dublin 22",4.0,2.0,House,BER Exempt,3300.0,53.3175043,-6.3968128,6.231,12.436,9.294,8.816,9.444,7.707,9.301,Phoenix Park,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Heuston Station,Charlemont Luas,False,9.74995398721008,825.0,,,False,3300.0
https://www.daft.ie/for-rent/house--south-avenue-mount-merrion-mount-merrion-co-dublin/6220406,"South Avenue, Mount Merrion, Mount Merrion, Co. Dublin",4.0,1.0,House,C3,4200.0,53.2933756,-6.2106359,5.702,3.983,1.932,1.572,5.376,6.129,5.102,Merrion Square Park,Sandymount Strand,Raw Gyms Sandyford,SuperValu Balally,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,7.08840830422975,1050.0,217.0,4417.0,True,4417.0
https://www.daft.ie/for-rent/st-edmunds-st-edmunds-lucan-co-dublin/2315129,St Edmunds St Edmunds Lucan Co Dublin,2.0,2.0,Apartment,B1,2300.0,53.3540157,-6.4078391,5.182,13.382,9.707,9.027,9.048,7.749,9.795,Phoenix Park,Sandymount Strand,FlyeFit Georges St,Aldi Phibsborough,Phibsborough Rd Stop,Heuston Station,Abbey Street Luas,False,9.803689717074672,1150.0,89.0,2389.0,True,2389.0
https://www.daft.ie/for-rent/apartment-the-chandler-ashtown-dublin-15/6201277,"The Chandler, Ashtown, Dublin 15",2.0,2.0,Apartment,B3,2350.0,53.3760884,-6.3332936,2.157,9.669,5.947,4.354,4.399,4.26,5.687,Phoenix Park,Sandymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Heuston Station,Abbey Street Luas,False,5.657212449499491,1175.0,141.0,2491.0,True,2491.0
https://www.daft.ie/for-rent/house-30-martin-street-dublin-8-portobello-dublin-8/6206444,"30 Martin Street, Dublin 8, Portobello, Dublin 8",2.0,1.0,House,E1,3000.0,53.3304238,-6.2681702,1.054,3.825,1.332,1.102,0.795,2.032,0.672,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,2.216987666528547,1500.0,327.0,3327.0,True,3327.0
https://www.daft.ie/for-rent/apartment-north-circular-road-dublin-7-stoneybatter-dublin-7/6218839,"North Circular Road, Dublin 7, Stoneybatter, Dublin 7",1.0,1.0,Studio,BER Exempt,1795.0,53.3586413,-6.2825447,2.755,5.79,2.26,0.744,0.747,1.44,1.807,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Aldi Phibsborough,Phibsborough Rd Stop,Heuston Station,Abbey Street Luas,False,1.7737252806960635,1795.0,,,False,1795.0
https://www.daft.ie/for-rent/apartment-donnybrook-gardens-donnybrook-gardens-donnybrook-dublin-4/6193380,"Donnybrook Gardens, Donnybrook Gardens, Donnybrook, Dublin 4",3.0,2.0,Apartment,A2,8995.0,53.319596,-6.240247,2.269,2.24,2.914,1.255,1.86,2.745,1.616,Merrion Square Park,Sandymount Strand,FlyeFit Georges St,Tesco Merrion,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,3.612840660705198,2998.0,38.0,9033.0,True,9033.0
https://www.daft.ie/for-rent/house-parklands-terrace-saggart-co-dublin/6212965,"Parklands Terrace, Saggart, Co. Dublin",5.0,4.0,House,A2,4000.0,53.2885096,-6.4347197,10.302,15.563,12.865,11.886,12.802,11.507,12.578,Phoenix Park,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Heuston Station,Charlemont Luas,False,13.441361391650918,800.0,38.0,4038.0,True,4038.0
https://www.daft.ie/for-rent/apartment--kilmainham-square-the-old-chocolate-factory-kilmainham-dublin-8/6219903,"Kilmainham Square, The Old Chocolate Factory, Kilmainham, Dublin 8",2.0,2.0,Apartment,BER Exempt,1829.0,53.3424593,-6.3092048,2.105,6.711,3.068,3.233,3.217,1.263,3.23,Phoenix Park,Sandymount Strand,FlyeFit Georges St,Aldi Phibsborough,Phibsborough Rd Stop,Heuston Station,St Stephen's Green Luas,False,3.3473979841003807,914.0,,,False,1829.0
https://www.daft.ie/for-rent/apartment-mountjoy-square-west-dublin-1/6213862,"Mountjoy Square West, Dublin 1",1.0,1.0,Studio,BER Exempt,1800.0,53.3555656,-6.2578812,1.902,4.295,1.546,1.168,0.661,0.814,0.74,Merrion Square Park,Sandymount Strand,FlyeFit Georges St,Aldi Phibsborough,O'Connell St Stop,Connolly Station,Abbey Street Luas,False,0.6608998678442051,1800.0,,,False,1800.0
https://www.daft.ie/for-rent/studio-apartment-huntstown-dublin-15-clonsilla-dublin-15/6130380,"Huntstown dublin 15, Clonsilla, Dublin 15",1.0,1.0,Studio,C2,1100.0,53.4017502,-6.408387,7.217,15.405,10.82,10.069,10.117,9.855,11.424,Phoenix Park,Sandymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Heuston Station,Abbey Street Luas,False,11.395920604412971,1100.0,192.0,1292.0,True,1292.0
https://www.daft.ie/for-rent/apartment-82-shrewsbury-ballsbridge-dublin-4/6202603,"82 Shrewsbury, Ballsbridge, Dublin 4",2.0,1.0,Apartment,C1,2900.0,53.3257366,-6.2199118,2.431,0.729,3.385,0.602,2.592,2.727,2.575,Merrion Square Park,Sandymount Strand,FlyeFit Georges St,Tesco Merrion,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,3.788161411814362,1450.0,166.0,3066.0,True,3066.0
https://www.daft.ie/for-rent/house-bath-street-irishtown-irishtown-dublin-4/6212848,"Bath Street, Irishtown, Dublin 4",3.0,2.0,House,D2,2930.0,53.3385798,-6.2217268,1.78,1.278,2.766,2.022,2.423,1.81,2.607,Merrion Square Park,Sandymount Strand,FlyeFit Georges St,Tesco Merrion,Leeson St Lwr Stop,Pearse Station,St Stephen's Green Luas,False,2.8484194503066416,977.0,286.0,3216.0,True,3216.0
https://www.daft.ie/for-rent/house-8-benbulbin-avenue-dublin-12-drimnagh-dublin-12/6206607,"8 Benbulbin Avenue, Dublin 12, Drimnagh, Dublin 12",2.0,1.0,House,C3,2200.0,53.3312827,-6.311755,3.082,6.721,3.45,3.366,3.641,2.188,3.464,Phoenix Park,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Heuston Station,St Stephen's Green Luas,False,3.988639954307136,1100.0,217.0,2417.0,True,2417.0
https://www.daft.ie/for-rent/apartment-carrington-santry-dublin-9/6201487,"Carrington, Santry, Dublin 9",2.0,2.0,Apartment,B3,2295.0,53.4029426,-6.2509002,5.981,8.616,1.523,4.824,4.869,5.637,6.021,St Anne's Park,Dollymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Connolly Station,Abbey Street Luas,False,5.941993083587623,1148.0,141.0,2436.0,True,2436.0
https://www.daft.ie/for-rent/apartment-victoria-street-portobello-dublin-8/5584673,"Victoria Street, Portobello, Dublin 8",1.0,1.0,Studio,B3,1000.0,53.3317731,-6.270108,1.022,3.962,1.231,1.282,0.881,2.018,0.834,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,2.107608188493133,1000.0,141.0,1141.0,True,1141.0
https://www.daft.ie/for-rent/house-beechwood-court-stillorgan-co-dublin/6206743,"Beechwood Court, Stillorgan, Co. Dublin",4.0,2.0,House,C1,3515.0,53.2834075,-6.1888789,7.379,5.292,1.686,1.962,7.134,7.772,6.882,Merrion Square Park,Sandymount Strand,Raw Gyms Sandyford,SuperValu Balally,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,8.775519166997121,879.0,166.0,3681.0,True,3681.0
https://www.daft.ie/for-rent/apartment-palmerstown-park-palmerstown/6207005,"Palmerstown Park, Palmerstown, Dublin 20",1.0,1.0,Studio,,1333.0,53.3513013,-6.3800435,3.384,11.515,7.838,7.233,7.251,5.884,7.938,Phoenix Park,Sandymount Strand,FlyeFit Georges St,Aldi Phibsborough,Phibsborough Rd Stop,Heuston Station,Abbey Street Luas,False,7.949631144233215,1333.0,,,False,1333.0
https://www.daft.ie/for-rent/apartment-the-oaks-stradbrook-hill-blackrock-co-dublin/6143486,"The Oaks, Stradbrook Hill, Blackrock, Co. Dublin",1.0,1.0,Studio,C3,1763.0,53.2854423,-6.161667,8.323,4.763,3.444,3.782,8.251,8.647,8.064,Merrion Square Park,Killiney Beach,Raw Gyms Sandyford,SuperValu Balally,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,9.702432992102628,1763.0,217.0,1980.0,True,1980.0
https://www.daft.ie/for-rent/apartment-1-lanesborough-castle-lanesborough-gardens-finglas-dublin-11/6218073,"1 Lanesborough Castle, Lanesborough Gardens, Finglas, Dublin 11",2.0,1.0,Apartment,BER Exempt,1800.0,53.406438,-6.29613,5.957,10.294,3.791,5.239,5.3,6.627,6.8,Phoenix Park,Sandymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Heuston Station,Abbey Street Luas,False,6.73138006375035,900.0,,,False,1800.0
https://www.daft.ie/for-rent/apartment-castleway-golden-lane-dublin-8/6202116,"Castleway, Golden Lane, Dublin 8",2.0,2.0,Apartment,B2,3680.0,53.4354311,-6.1653941,7.001,8.453,7.415,10.859,10.884,10.708,11.486,St Anne's Park,Dollymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Connolly Station,Abbey Street Luas,False,11.413434130428556,1840.0,115.0,3795.0,True,3795.0
https://www.daft.ie/for-rent/studio-apartment--grove-park-rathmines-dublin-6/6217945,"Grove Park, Rathmines, Dublin 6",2.0,1.0,Studio,BER Exempt,1700.0,53.3291709,-6.2674421,1.147,3.775,1.457,0.955,0.814,2.106,0.614,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,2.342348134869355,850.0,,,False,1700.0
https://www.daft.ie/for-rent/studio-apartment-tonlegee-road-ard-na-greine-dublin-13/6217238,"Tonlegee Road, Ard Na Greine, Dublin 13",1.0,1.0,Studio,BER Exempt,1800.0,53.3912911,-6.1729409,2.067,3.973,4.882,7.382,7.384,6.548,7.467,St Anne's Park,Dollymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Connolly Station,Abbey Street Luas,False,7.407771889691421,1800.0,,,False,1800.0
https://www.daft.ie/for-rent/studio-apartment-pembroke-road-ballsbridge-dublin-4/6216490,"Pembroke Road, Ballsbridge, Dublin 4",2.0,1.0,Studio,BER Exempt,1200.0,53.328366,-6.230148,1.729,1.301,2.656,1.059,1.856,2.076,1.866,Merrion Square Park,Sandymount Strand,FlyeFit Georges St,Tesco Merrion,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,3.112520373329266,600.0,,,False,1200.0
https://www.daft.ie/for-rent/apartment-botanic-hall-glasnevin-dublin-11/6217634,"Botanic Hall, Glasnevin, Dublin 11",2.0,2.0,Apartment,B2,2400.0,53.3770488,-6.2772891,4.154,6.921,2.467,1.759,1.819,3.412,3.301,Phoenix Park,Sandymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Connolly Station,Abbey Street Luas,False,3.232841595500758,1200.0,115.0,2515.0,True,2515.0
https://www.daft.ie/for-rent/house-45-grace-park-road-drumcondra-drumcondra-dublin-3/6214184,"45 Grace Park Road, Drumcondra, Dublin 3",3.0,1.0,House,C1,2196.0,53.3689876,-6.2489434,3.29,5.104,2.287,1.765,1.769,1.861,2.341,Merrion Square Park,Sandymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Connolly Station,Abbey Street Luas,False,2.262752928378159,732.0,166.0,2362.0,True,2362.0
https://www.daft.ie/for-rent/house-merrion-strand-dublin-4-sandymount-dublin-4/6192860,"Merrion Strand, Dublin 4, Sandymount, Dublin 4",2.0,1.0,House,C2,2074.0,53.3166435,-6.2042796,3.876,1.458,4.541,1.211,3.946,4.174,3.852,Merrion Square Park,Sandymount Strand,Raw Gyms Sandyford,Tesco Merrion,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,5.237347767572281,1037.0,192.0,2266.0,True,2266.0
https://www.daft.ie/for-rent/flat-harolds-cross-road-dublin-6w-harolds-cross-dublin-6w/6163481,"Harold's Cross Road, Dublin 6w, Harold's Cross, Dublin 6W",1.0,1.0,Studio,BER Exempt,1847.0,53.3224214,-6.2793525,2.211,4.628,2.433,1.022,1.894,2.843,1.605,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Heuston Station,Charlemont Luas,False,3.296728514166072,1847.0,,,False,1847.0
https://www.daft.ie/for-rent/apartment-abberley-square-tallaght-dublin-24/6201767,"Abberley Square, Tallaght, Dublin 24",2.0,1.0,Apartment,C3,1731.0,53.2878619,-6.3669877,8.052,11.362,9.163,7.75,8.865,8.253,8.578,Phoenix Park,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Heuston Station,Charlemont Luas,False,9.881959227446568,866.0,217.0,1948.0,True,1948.0
https://www.daft.ie/for-rent/apartment-swords-co-dublin-kinsealy-co-dublin/6209913,"Swords,Co. Dublin, Kinsealy, Co. Dublin",2.0,1.0,Apartment,C3,2350.0,53.4323052,-6.1986858,6.783,8.805,5.718,9.267,9.3,9.453,10.119,St Anne's Park,Dollymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Connolly Station,Abbey Street Luas,False,10.042817574317851,1175.0,217.0,2567.0,True,2567.0
https://www.daft.ie/for-rent/apartment--francis-st-dublin-8/6210172,"Francis St, Dublin 8",1.0,1.0,Studio,BER Exempt,1946.0,53.3424707,-6.2756299,1.196,4.563,0.84,2.127,1.304,1.175,1.067,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Aldi Phibsborough,O'Connell St Stop,Heuston Station,St Stephen's Green Luas,False,1.303738765141736,1946.0,,,False,1946.0
https://www.daft.ie/for-rent/house-dorney-court-shankill-dublin-18/6204114,"Dorney Court, Shankill, Dublin 18",4.0,2.0,House,C2,3400.0,53.2323974,-6.1214059,14.593,3.038,7.683,8.308,14.366,14.966,14.109,Merrion Square Park,Killiney Beach,Raw Gyms Sandyford,SuperValu Balally,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,False,15.989011542306322,850.0,192.0,3592.0,True,3592.0
https://www.daft.ie/for-rent/apartment-30-main-street-chapelizod-dublin-20/6200569,"30 Main Street, Chapelizod, Dublin 20",3.0,1.0,Apartment,BER Exempt,2650.0,53.3496273,-6.3443507,1.247,9.166,5.466,4.954,4.965,3.508,5.566,Phoenix Park,Sandymount Strand,FlyeFit Georges St,Aldi Phibsborough,Phibsborough Rd Stop,Heuston Station,Abbey Street Luas,False,5.578940296886517,883.0,,,False,2650.0
https://www.daft.ie/for-rent/apartment-saint-pappin-road-glasnevin-glasnevin-dublin-11/6208637,"Saint Pappin Road, Glasnevin, Glasnevin, Dublin 11",2.0,1.0,Apartment,BER Exempt,2560.0,53.386114,-6.268046,5.241,7.388,1.478,2.752,2.805,4.013,4.146,Phoenix Park,Sandymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Connolly Station,Abbey Street Luas,False,4.070505846425453,1280.0,,,False,2560.0
