URL,Address,Bedrooms,Bathrooms,Property Type,BER Rating,Price (€),lat,lon,nearest_park_km_y,nearest_beach_km_y,nearest_gym_km_y,nearest_supermarket_km_y,nearest_bus_stop_km_y,nearest_rail_station_km_y,nearest_tram_stop_km_y,nearest_park_name_y,nearest_beach_name_y,nearest_gym_name_y,nearest_supermarket_name_y,nearest_bus_stop_name_y,nearest_rail_station_name_y,nearest_tram_stop_name_y,distance_to_city_centre_km,price_per_bedroom,energy_monthly_estimate,effective_monthly_cost
https://www.daft.ie/for-rent/house-rialto-cottages-dublin-8-rialto-dublin-8/6217810,"Rialto Cottages, Dublin 8, Rialto, Dublin 8",1.0,1.0,House,B2,2000.0,53.3367909,-6.2966326,2.497,5.775,2.307,2.793,2.665,1.171,2.373,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Heuston Station,St Stephen's Green Luas,2.812478403304093,2000.0,80.0,2080.0
https://www.daft.ie/for-rent/house-16-loreto-crescent-rathfarnham-dublin-14/6205334,"16 Loreto Crescent, Rathfarnham, Dublin 14",2.0,1.0,House,D2,2400.0,53.2901113,-6.2732545,5.429,6.018,4.426,3.465,4.89,6.221,4.482,St Stephen's Green,Sandymount Strand,Raw Gyms Sandyford,Lidl Rathmines,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,6.692625257331127,1200.0,215.0,2615.0
https://www.daft.ie/for-rent/house-castleway-kinsealy-lane-malahide-co-dublin/6206971,"Castleway, Kinsealy Lane, Malahide, Co. Dublin",4.0,4.0,House,A2,3899.0,53.4354311,-6.1653941,7.001,8.453,7.415,10.859,10.884,10.708,11.486,St Anne's Park,Dollymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Connolly Station,Abbey Street Luas,11.413434130428556,974.75,50.0,3949.0
https://www.daft.ie/for-rent/apartment-strangford-drive-newcastle-co-dublin/6211167,"Strangford Drive, Newcastle, Co. Dublin",1.0,1.0,Studio,B2,1500.0,51.9756213,-0.7287518,398.657,389.937,397.157,397.726,402.153,401.973,402.092,St Anne's Park,Killiney Beach,Raw Gyms Sandyford,SuperValu Balally,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,402.99514273245495,1500.0,80.0,1580.0
https://www.daft.ie/for-rent/apartment-apartment-4-27-north-circular-road-north-circular-road-dublin-7/6107308,"Apartment 4, 27 North Circular Road, North Circular Road, Dublin 7",3.0,1.0,Apartment,A3,2999.0,-6.7755953,39.2027883,7922.553,7910.61,7917.12,7917.746,7923.616,7923.95,7923.409,St Anne's Park,Killiney Beach,Raw Gyms Sandyford,SuperValu Balally,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,7925.009691384354,999.6666666666666,50.0,3049.0
https://www.daft.ie/for-rent/apartment-27-tara-view-tara-view-merrion-road-ballsbridge-dublin-4-dublin-4/5619919,"27 Tara View , Tara View, Merrion Road, Ballsbridge, Dublin 4, Dublin 4",2.0,2.0,Apartment,A3,3500.0,34.7908001,-79.452253,5906.862,5915.217,5911.532,5910.513,5910.55,5909.559,5911.547,Phoenix Park,Sandymount Strand,FlyeFit Georges St,Aldi Phibsborough,Phibsborough Rd Stop,Heuston Station,Abbey Street Luas,5911.537649253069,1750.0,50.0,3550.0
https://www.daft.ie/for-rent/house-barnwell-road-dublin-15-ongar-dublin-15/6165731,"Barnwell Road, Dublin 15, Ongar, Dublin 15",3.0,2.0,House,BER Exempt,3000.0,53.3931608,-6.4451437,8.648,17.112,13.179,11.987,12.029,11.406,13.193,Phoenix Park,Sandymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Heuston Station,Abbey Street Luas,13.176634547490076,1000.0,80.0,3080.0
https://www.daft.ie/for-rent/apartment-laburnum-hazeldene-anglesea-road-ballsbridge-dublin-4/6123855,"Laburnum, Hazeldene, Anglesea Road, Ballsbridge, Dublin 4",4.0,2.0,Apartment,B3,4500.0,-37.8206741,145.1408716,17223.924,17222.498,17227.254,17229.218,17230.059,17229.139,17230.106,St Anne's Park,Dollymount Strand,Ben Dunne Gym Northside,Tesco Merrion,O'Connell St Stop,Connolly Station,Abbey Street Luas,17230.03498799058,1125.0,80.0,4580.0
https://www.daft.ie/for-rent/house-41-prospect-lawn-cabinteely-dublin-18/6177266,41 Prospect Lawn,3.0,1.0,House,D1,3000.0,53.2627302,-6.1603328,10.344,3.623,3.678,4.272,10.115,10.724,9.862,Merrion Square Park,Killiney Beach,Raw Gyms Sandyford,SuperValu Balally,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,11.74110675432832,1000.0,215.0,3215.0
https://www.daft.ie/for-rent/house-4-grosvenor-lodge-dublin-6-rathmines-dublin-6/6166624,"4 Grosvenor Lodge, Dublin 6, Rathmines, Dublin 6",4.0,2.0,House,BER Exempt,2182.0,53.3253289,-6.2695789,1.591,3.94,1.905,0.617,1.194,2.532,0.881,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,2.7899315504895705,545.5,80.0,2262.0
https://www.daft.ie/for-rent/apartment-1-bed-brickfield-square-brickfield-drive-dublin-12/5730448,"1 Bed , Brickfield Square, Brickfield Drive, Dublin 12",1.0,1.0,Apartment,A2,2200.0,51.4856973,-2.5233171,324.535,313.01,319.743,320.365,326.015,326.256,325.834,St Anne's Park,Killiney Beach,Raw Gyms Sandyford,SuperValu Balally,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,327.32935571216734,2200.0,50.0,2250.0
https://www.daft.ie/for-rent/studio-apartment-botanic-avenue-drumcondra-dublin-9/6181689,"Botanic Avenue, Drumcondra, Dublin 9",3.0,1.0,Studio,BER Exempt,1764.0,53.3678676,-6.2575149,3.222,5.309,2.514,1.215,1.228,1.869,2.096,Merrion Square Park,Sandymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Connolly Station,Abbey Street Luas,2.017509051978927,588.0,80.0,1844.0
https://www.daft.ie/for-rent/studio-apartment-botanic-avenue-drumcondra-dublin-9/6181689,"Botanic Avenue, Drumcondra, Dublin 9",3.0,1.0,Studio,BER Exempt,1764.0,53.3678676,-6.2575149,3.222,5.309,2.514,1.215,1.228,1.869,2.096,Merrion Square Park,Sandymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Connolly Station,Abbey Street Luas,2.017509051978927,588.0,80.0,1844.0
https://www.daft.ie/for-rent/apartment-christchurch-square-back-lane-dublin-8-christchurch-dublin-8/6149943,"Christchurch Square, Back Lane, Dublin 8, Christchurch, Dublin 8",1.0,1.0,Studio,B2,1000.0,53.3427062,-6.2725626,1.025,4.38,0.64,2.09,1.133,1.353,0.899,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Aldi Phibsborough,O'Connell St Stop,Heuston Station,St Stephen's Green Luas,1.1334887093997792,1000.0,80.0,1080.0
https://www.daft.ie/for-rent/property--reuben-square-dolphins-barn-co-dublin/6219812,"Reuben Square, Dolphin's Barn, Dublin 8",1.0,1.0,Apartment,A3,2000.0,53.3342733,-6.2911843,2.175,5.381,2.059,2.336,2.274,1.404,2.058,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Heuston Station,St Stephen's Green Luas,2.680414527991269,2000.0,50.0,2050.0
https://www.daft.ie/for-rent/house-ballyboughal-co-dublin/6208616,"Ballyboughal, Co. Dublin",4.0,1.0,House,,2200.0,53.5205236,-6.2674973,17.504,19.619,14.635,17.686,17.741,18.755,19.067,St Anne's Park,Dollymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Connolly Station,Abbey Street Luas,18.98958411445465,550.0,,
https://www.daft.ie/for-rent/property-64-clay-farm-drive-dublin-18-leopardstown-co-dublin/6189821,"64 Clay Farm Drive, Dublin 18, Leopardstown, Dublin 18",4.0,3.0,Apartment,A2,4200.0,53.2550479,-6.2015424,9.885,6.339,2.413,2.967,9.419,10.341,9.085,Merrion Square Park,Killiney Beach,Raw Gyms Sandyford,SuperValu Balally,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,11.236126678059982,1050.0,50.0,4250.0
https://www.daft.ie/for-rent/apartment-seaview-21-strand-road-dublin-4-sandymount-dublin-4/6112152,"STRAND ROAD SAndymount , Sandymount, Dublin 4",2.0,1.0,Apartment,BER Exempt,4600.0,53.3311808,-6.2097265,2.732,0.228,3.736,1.428,3.146,2.879,3.225,Merrion Square Park,Sandymount Strand,FlyeFit Georges St,Tesco Merrion,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,3.9445726297695294,2300.0,80.0,4680.0
https://www.daft.ie/for-rent/apartment-2-cruise-park-drive-dublin-15-tyrrelstown-dublin-15/6179110,"2 Cruise Park Drive, Dublin 15, Tyrrelstown, Dublin 15",2.0,2.0,Apartment,C1,2500.0,53.4188461,-6.3967986,8.203,15.873,10.484,10.426,10.481,10.611,11.911,Phoenix Park,Sandymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Heuston Station,Abbey Street Luas,11.870062480629628,1250.0,140.0,2640.0
https://www.daft.ie/for-rent/house-cuil-duin-row-citywest-co-dublin/6116692,"Cuil Duin Row, Citywest, Co. Dublin",3.0,3.0,House,A2,3000.0,53.2852268,-6.431929,10.453,15.497,12.876,11.826,12.779,11.567,12.544,Phoenix Park,Sandymount Strand,FlyeFit Georges St,Lidl Rathmines,Leeson St Lwr Stop,Heuston Station,Charlemont Luas,13.47323892840514,1000.0,50.0,3050.0
https://www.daft.ie/for-rent/house-clarinda-park-dun-laoghaire-co-dublin/6190226,"Clarinda Park, Dun Laoghaire, Co. Dublin",6.0,5.0,House,BER Exempt,7500.0,53.2889369,-6.1316154,9.58,3.807,5.47,5.817,9.664,9.829,9.538,Merrion Square Park,Killiney Beach,Raw Gyms Sandyford,SuperValu Balally,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,10.902406133629786,1250.0,80.0,7580.0
https://www.daft.ie/for-rent/studio-apartment-rathdown-road-dublin-7/6216126,"Rathdown Road, Dublin 7",1.0,1.0,Studio,BER Exempt,1350.0,53.3578229,-6.2795448,2.57,5.575,2.074,0.626,0.613,1.458,1.593,St Stephen's Green,Sandymount Strand,FlyeFit Georges St,Aldi Phibsborough,Phibsborough Rd Stop,Heuston Station,Abbey Street Luas,1.5579624802411192,1350.0,80.0,1430.0
https://www.daft.ie/for-rent/the-cornerstone-stillorgan-stillorgan-co-dublin/5650337,The Cornerstone Stillorgan Stillorgan Co Dublin,1.0,1.0,Studio,A3,2155.0,53.2895805,-6.196653,6.523,4.502,1.786,1.771,6.276,6.92,6.027,Merrion Square Park,Sandymount Strand,Raw Gyms Sandyford,SuperValu Balally,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,7.918976238583359,2155.0,50.0,2205.0
https://www.daft.ie/for-rent/house-1-the-close-hazelbrook-square-churchtown-dublin-14/6075182,"1 The Close, Hazelbrook Square, Churchtown, Dublin 14",4.0,4.0,House,A2,3950.0,53.2941187,-6.2669437,4.929,5.406,4.23,2.972,4.374,5.684,3.966,St Stephen's Green,Sandymount Strand,Raw Gyms Sandyford,Lidl Rathmines,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,6.207182633881495,987.5,50.0,4000.0
https://www.daft.ie/for-rent/apartment-apartment-160-wyckham-point-wyckham-way-dundrum-dublin-16/6164090,"Apartment 160, Wyckham Point, Wyckham Way, Dundrum, Dublin 16",3.0,2.0,Apartment,B3,3700.0,28.6318775,77.3044829,7076.432,7074.532,7080.542,7080.693,7082.452,7081.522,7082.483,St Anne's Park,Dollymount Strand,Ben Dunne Gym Northside,Tesco Merrion,O'Connell St Stop,Connolly Station,Abbey Street Luas,7082.441867151428,1233.3333333333333,80.0,3780.0
https://www.daft.ie/for-rent/apartment-1-bed-coopers-cross-coopers-cross-mayor-street-upper-dublin-1/5374210,"1-Bed , Coopers Cross, Coopers Cross, Mayor Street Upper, Dublin 1",1.0,1.0,Studio,A2,2375.0,47.6314279,-122.2939971,7269.065,7276.629,7270.04,7271.218,7271.277,7271.576,7272.772,Phoenix Park,Sandymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Heuston Station,Abbey Street Luas,7272.713178571463,2375.0,50.0,2425.0
https://www.daft.ie/for-rent/apartment-merton-hall-milltown-avenue-mount-saint-annes-milltown-dublin-6/6220240,"Merton Hall, Milltown Avenue, Mount Saint Annes, Milltown, Dublin 6",1.0,1.0,Apartment,B3,2500.0,52.5440383,0.8180008,477.265,470.978,478.123,478.624,481.961,481.499,481.987,St Anne's Park,Killiney Beach,Raw Gyms Sandyford,SuperValu Balally,Leeson St Lwr Stop,Pearse Station,Charlemont Luas,482.429652472846,2500.0,80.0,2580.0
https://www.daft.ie/for-rent/apartment-burton-house-custom-house-square-mayor-street-lo-north-wall-dublin-1/6220577,"Burton House, Custom House Square, Mayor Street Lo, North Wall, Dublin 1",1.0,1.0,House,BER Exempt,1902.0,41.7644693,-72.6999248,4951.643,4960.051,4956.216,4955.243,4955.281,4954.361,4956.323,Phoenix Park,Sandymount Strand,Ben Dunne Gym Northside,Aldi Phibsborough,Phibsborough Rd Stop,Heuston Station,Abbey Street Luas,4956.311981141386,1902.0,80.0,1982.0
